translation,ground_truth,generated,is_flawed
" Then Vibheeshana, Sugriva, Hanuman, Jambavan, Nala, Neela in the same way Lakshmana followed. ", तंविभीषणसुग्रीवौहनूमाञ्जाम्बवान्नळ ।ऋक्षराजस्तथानीलोलक्ष्मणश्चान्वयुस्तदा ।। ,"<verse>
विभीषणश्च सुग्रीवो हनूमाञ्जाम्बवांस्तथा ।
ततो नलोऽथ नीलोऽपि लक्ष्मणोऽप्यन्वगात्तदा ॥
</verse>",False
" ""O one with a face like the cool fullmoon, with heavy hips. I am unable to extricate my eyes from any limb of your body I see. ", यद्यत्पश्यामि ते गात्रं शीतांशुसदृशानने।तस्मिंस्तस्मिन् पृथुश्रोणि चक्षुर्मम निबध्यते।। ,"<verse>
यद्यत्पश्यामि ते गात्रं शीतांशुसदृशानने।
तस्मिंस्तस्मिन् पृथुश्रोणि चक्षुर्मम निबध्यते॥
</verse>",False
  , अमित्राणां वधे युक्तो मित्राणां सङ्ग्रहे रतः।।त्रिवर्गफलभोक्ता तु राजा धर्मेण युज्यते। ,"<verse>
धर्मक्षेत्रे कुरुक्षेत्रे समवेता युयुत्सवः ।
मामकाः पाण्डवाश्चैव किमकुर्वत सञ्जय ॥
</verse>",False
 O best among men  judge the facts rightly with your intellect. The wise apply their minds and know what is right and what is wrong. , तत्त्वतो हि नरश्रेष्ठ बुद्ध्या समनुचिन्तय।बुध्द्या युक्ता महाप्राज्ञा विजानन्ति शुभाशुभे।। ,"<verse>
नरश्रेष्ठ स्वबुद्ध्या त्वं तत्त्वं सम्यग्विचारय ।
सदसद्बुद्धिमन्तो हि जानन्ति स्वमनीषया ॥
</verse>",False
"  O Gentle sage I have never told a lie in spite of troubled circumstances, I shall never dabble in falsehood. I swear upon it by kshatriya morality .  ", अनृतं नोक्तपूर्वं मे न च वक्ष्ये कदाचन।कृच्छ्रेष्वपि गत स्सौम्य क्षत्रधर्मेण ते शपे।। ,"<verse>
आपद्गतेन नोक्तं मे मृषा वाक्यं मुनेऽनघ।
न वक्ष्येऽनृतमेवातः क्षात्रधर्मेण संशपे॥
</verse>",False
  Then Rama hit  with three arrows on the forehead by Trisira flew into a fury and said in a state of great excitement , ततस्त्रिशिरसा बाणैर्ललाटे ताडितस्त्रिभिः। अमर्षी कुपितोरामस्संरब्धमिदमब्रवीत्।। ,"<verse>
त्रिशिरसा ललाटे च त्रिभिर्बाणैः समाहतः ।
ततो रामः प्रचुक्रोध संरब्धो वाक्यमब्रवीत् ॥
</verse>",False
 To Maharomas was born the virtuous Swarnaroma. Swarnaromas son was Hrasvaroma. , महारोम्णस्तु धर्मात्मा स्वर्णरोमा व्यजायत।स्वर्णरोम्णस्तु राजर्षेर्ह्रस्वरोमा व्यजायत।। ,"<verse>
महरोम्णः सुतो जातः स्वर्णरोमा सुधार्मिकः ।
स्वर्णरोम्णस्तु पुत्रोऽभूद् ह्रस्वरोमा नराधिपः ॥
</verse>",False
"  The king of the gods, Indra, wielder of thunderbolt, saw the renowned Kamadhenu consumed with grief. Alarmed, he said to her with palms joined in reverence ", तां दृष्ट्वा शोकसन्तप्तां वज्रपाणिर्यशस्विनीम्।इन्द्रः प्राञ्जलिरुद्विग्न स्सुरराजोऽब्रवीद्वचः।। ,"<verse>
दृष्ट्वा कामदुहां ख्यातां वज्रपाणिः सुरेश्वरः ।
संभ्रान्तः प्राञ्जलिर्भूत्वा शोकार्तामब्रवीत्तदा ॥
</verse>",False
" Having heard from the spies that Rama has come with mighty force, Ravana got perturbed and said to the ministers. ", चाराणांरावणश्श्रुत्वाप्राप्तंरामंमहाबलम् ।जातोद्वेगोऽभवत्किञ्चित्सचिवानिदमब्रवीत् ।। ,"<verse>
चारैः श्रुत्वा समायातं रामं च सुमहाबलम् ।
स क्षुभितो दशग्रीवो मन्त्रिणो वाक्यमब्रवीत् ॥
</verse>",False
" Thus addressed by Vasistha, Rama stood facing eastward wearing these sandals. and bestowed them on me for the sake of ruling the kingdom. ", एवमुक्तो वसिष्ठेन राघवः प्राङ्मुखः स्थितः।पादुके ह्यधिरुह्यैते मम राज्याय वै ददौ।। ,"<verse>
वसिष्ठेनोदितो रामः प्राङ्मुखः संस्थितोऽभवत्।
आरोह्य पादुके चैते ममादाद् राज्यशासने॥
</verse>",False
" Go at once from here on swift horses to the city of Rajagrha and concealing signs of grief, convey these words to Bharata as my command ", पुरं राजगृहं गत्वा शीघ्रं शीघ्रजवै र्हयैः।त्यक्तशोकैरिदं वाच्य श्शासनाद्भरतो मम।। ,"<verse>
इतो गच्छत वेगेन हयै राजगृहं प्रति ।
गूढशोकाः समासाद्य भरतं ब्रूत मद्वचः ॥
</verse>",False
 He was unafraid of death in the hands of gods or demons or gandharvas or pisachas or birds or snakes in war except humans. , देवदानवगन्धर्वपिशाचपतगोरगैः।अभयं यस्य सङ्ग्रामे मृत्युतो मानुषादृते।। ,"<verse>
सुरगन्धर्वदैत्येभ्यः पिशाचोरगपक्षिभ्यः ।
रणे मृत्युभयं नासीत्केवलं मानुषादृते ॥
</verse>",False
" With the blood drained out of the venison, Lakshmana roasted it and cooked it well, and then said to Rama, the tiger best among men.     ", तन्तु पक्वं परिज्ञाय निष्टप्तं छिन्नशोणितम्।लक्ष्मण: पुरुषव्याघ्रमथ राघवमब्रवीत्।। ,"<verse>
मुक्तशोणितमैणेयं सुपक्वं लक्ष्मणोऽब्रवीत् ।
उवाच पुरुषव्याघ्रं राघवं पुरुषोत्तमम् ॥
</verse>",False
" Satisfied with the words of Sita, the tiger among monkeys, who was eloquent in speech said ", ततस्स कपिशार्दूलस्तेन वाक्येन तोषितः।सीतामुवाच तच्छृत्वा वाक्यं वाक्यविशारदः।। ,"<verse>
सीताया वचनैस्तुष्टो वाग्मी वाक्यविशारदः ।
वानराणां तु शार्दूल इदं वचनमब्रवीत् ॥
</verse>",False
" Saying, all is well, the great ascetic Bharadwaja, out of his affection for Rama, said to Bharata ", तथेति तत्प्रतिज्ञाय भरद्वाजो महातपाः।भरतं प्रत्युवाचेदं राघवस्नेहबन्धनात्।। ,"<verse>
कुशलं चेत्युवाचैनं भरद्वाजो महातपाः ।
स रामस्नेहभावेन भरतं वाक्यमब्रवीत् ॥
</verse>",False
" ""When the army and even the Generals were done to death in combat I was very happy. ", तच्चाप्यहं बलं सर्वं तं च राक्षसपुङ्गवम्।।नष्टौजसं रणे कृत्वा परं हर्षमुपागमम्। ,"<verse>
रणे विनिहते सैन्ये तथा सेनापतिष्वपि ।
अतीव परमां प्रीतिमवापं समरे तदा ॥
</verse>",False
" The departure of glorious Viswamitra was greeted with incessant showers of flowers, the beating of celestial drums and the blowing of conches. ", पुष्पवृष्टिर्महत्यासीद्देवदुन्दुभिनिस्वनै:।शङ्खदुन्दुभिनिर्घोष: प्रयाते तु महात्मनि।। ,"<verse>
विश्वामित्रे महावीर्ये प्रयाते पुष्पवृष्टयः ।
दिव्यदुन्दुभयो नेदुः शङ्खनादाश्च सर्वशः ॥
</verse>",False
" Thereafter, all of them, the virtuous people grieving, their minds fatigued, returned to Ayodhya the same way they had come.  ", ततो यथागतेनैव मार्गेण क्लान्तचेतसः।अयोध्यामागमन्सर्वे पुरीं व्यथितसज्जनाम्।। ,"<verse>
ततस्ते शुचयः सर्वे शोकार्ताः श्रान्तचेतसः।
यथागतं निवृत्तास्ते ह्ययोध्यां प्राविशंस्तदा॥
</verse>",False
" Raghava with his younger brother Lakshmana saw his father who was effulgent, blazing and adorned in white clothes. ", दीप्यमानंस्वयालक्ष्मविरजोऽम्भरधारिणम् ।लक्ष्मणेनसहभ्रात्राददर्शपितरंप्रभुः ।। ,"<verse>
सहानुजस्तु काकुत्स्थो लक्ष्मणेन समन्वितः ।
ददर्श पितरं दीप्तं ज्वलन्तं शुक्लवाससम् ॥
</verse>",False
 Are not the citizens of your kingdom agitated at severe punishment meted out to them reproaching your ministers?  , कच्चिन्नोग्रेण दण्डेन भृशमुद्वेजितप्रजम्।राष्ट्रं तवानुजानन्ति मन्त्रिणः कैकयीसुत।। ,"<verse>
कच्चिदुग्रेण दण्डेन भृशमुद्वेजिताः प्रजाः।
राष्ट्रे त्वामवजानन्ति मन्त्रिणः कैकयीसुत॥
</verse>",False
 Some women of Ravana overcome by blind passion smelt again and again the mouths of their cowives next to them  assuming it to be Ravanas. , रावणाननशङ्काश्च काश्चिद्रावणयोषितः।मुखानि स्म सपत्नीनामुपाजिघ्रन्पुनः पुनः।। ,"<verse>
सपत्नीवदनं काचित् प्रियस्येति पुनः पुनः ।
कामान्धा रावणस्त्री च व्याजिघ्रत् स्मरमोहिता ॥
</verse>",False
" ""O mightyarmed Rama I am fulfilled. Your fathers commands have been executed. O Illustrious one, Siddhaashrama has proved true to its name"".     Thus ends the thirtieth sarga of Balakanda of the holy Ramayana the first epic composed by sage Valmiki. ", कृतार्थोऽस्मि महाबाहो कृतं गुरुवचस्त्वया।सिद्धाश्रममिदं सत्यं कृतं राम महायश:।। ,"<verse>
कृतकृत्योऽस्मि भद्रं ते कृतं गुरुवचो मया ।
सिद्धाश्रममिदं सत्यं कृतं वीर महायशः ॥
</verse>",False
" We searched for her in the mountains, in inaccessible forests, in rivers and seas and also the countryside. ", विचिताः पर्वतास्सर्वे वनानि गहनानि च।निम्नगास्सागरान्ताश्च सर्वे जनपदाश्च ये।। ,"<verse>
पर्वतेषु च दुर्गेषु नदीषु सागरेषु च ।
तथा जनपदेष्वेव तामन्वैच्छाम वै वयम् ॥
</verse>",False
  This flaw in sacrifice will be inauspicious for all of us. Hence O king do everything which will ensure flawlessness to this sacrifice. , यज्ञच्छिद्रं भवत्येतत्सर्वेषामशिवाय न:।तत्तथा क्रियतां राजन् यथाऽच्छिद्र: क्रतुर्भवेत्।।  ,"<verse>
यज्ञे छिद्रमिदं घोरं सर्वेषामशिवाय नः।
तस्मात्कुरुष्व राजेन्द्र येनाच्छिद्रो भवेन्मखः॥
</verse>",False
" Your power is immeasurable. Even though highly valiant, Viswamitra is not greater than you in strength. Your power is unequalled.  ", अप्रमेयबलं तुभ्यं न त्वया बलवत्तर:।विश्वामित्रो महावीर्यस्तेज स्तव दुरासदम्।। ,"<verse>
अप्रमेयं बलं तेऽस्ति विश्वामित्रोऽपि वीर्यवान् ।
न त्वत्तो हि बलीयान् स तेजस्ते ह्यतुलं विभो ॥
</verse>",False
" Eager to see his brother, Bharata encamped the army and set out showing the hermitage to Satrughna. ", निविष्टायां तु सेनायामुत्सुको भरतस्तदा।जगाम भ्रातरं द्रष्टुं शत्रुघ्नमनुदर्शयन्।। ,"<verse>
स निवेश्य बलं तत्र भ्रातृदर्शनलालसः।
दर्शयन्नाश्रमोद्देशं शत्रुघ्नाय जगाम सः॥
</verse>",False
" The monkeys ordered by the king, traversed the pathway of birds and heavenly bodies, the path Lord Visnu had trod. Note the sky is called Vishnupada since Lord Visnu set his foot on the sky in his incarnation as Vamana.   ", ते पदं विष्णुविक्रान्तं पतत्रिज्योतिरध्वगाः।प्रयाताः प्रहिता राज्ञा हरयस्तत्क्षणेन वै।। ,"<verse>
ते समाज्ञापिता राज्ञा हरयो द्रुतविक्रमाः ।
खगानां ज्योतिषां मार्गं विष्णुकान्तं पदं ययुः ॥
</verse>",False
 The ascetic Vasistha having thus spoken to Rama made him undertake fast along with Sita in accompaniment with sacred hymns. , इत्युक्त्वा स तदा राममुपवासं यतव्रतम्।मन्त्रवत्कारयामास वैदेह्या सहितं मुनिः।। ,"<verse>
इत्युक्त्वा स मुनी राममुपवासमकारयत् ।
मन्त्रवत्सह वैदेह्या मन्त्रविन्मन्त्रकोविदः ॥
</verse>",False
" The sages praised him while he was coursing through the sky, the gods and gandharvas sang in praise of him extolling his majesty and vigour. ", ऋषयस्तुष्टुवुश्चैनं प्लवमानं विहायसा।जगुश्च देवगन्धर्वाः प्रशंसन्तो महौजसम्।। ,"<verse>
ऋषयस्तुष्टुवुश्चैनं प्लवमानं विहायसा ।
देवगन्धर्वमुख्याश्च जगुर्वीर्यं महौजसः ॥
</verse>",False
"  Also, a group of women mostly young maidens brought auspicious unguents, articles gratifying the senses and those necessary accessories for completion of bathing process. ", मङ्गलालम्भनीयानि प्राशनीयान्युपस्करान्।उपनिन्युस्तथाप्यन्याः कुमारीबहुलाः स्त्रियः।। ,"<verse>
कन्याप्रायास्तथा नार्यो मङ्गल्यं लेपनं शुभम् ।
स्नानोपकरणान्येव आनिन्युः करणप्रियम् ॥
</verse>",False
" O vile creature, the effort you are making to abduct me forcibly will be fruitless. ", येन त्वं व्यवसायेन बलान्मां हर्तुमिच्छसि।।व्यवसायस्स ते नीच भविष्यति निरर्थकः। ,"<verse>
बलान्मां हर्तुमिच्छंस्त्वं यत्नं करोषि दुर्मते ।
स प्रयासस्तवात्यन्तं निष्फलो हि भविष्यति ॥
</verse>",False
" As it the chariot was passing out, a tumultuoas roar emanated from the multitude of people all around.  ", ततो हलहलाशब्दस्तुमुलस्समजायत।।तस्य निष्क्रममाणस्य जनौघस्य समन्ततः। ,"<verse>
निर्यातेऽथ रथे तूर्णं जनौघानां समन्ततः ।
महानादस्तदा घोरस्तुमुलः समजायत ॥
</verse>",False
" O protector of the earth, O king, honest in keeping promises, I now seek those two boons which were reserved as deposits. ", तौ तु दत्तौ वरौ देव निक्षेपौ मृगयाम्यहम्।तथैव पृथिवीपाल सकाशे सत्यसङ्गर।। ,"<verse>
महीपाल महाराज सत्यसङ्गर पार्थिव ।
यौ तौ निक्षेपभूतौ मे वरौ सम्प्रार्थयेऽद्य वै ॥
</verse>",False
"  The white reeds, the kusha, the sara and the ishika grasses and thorny trees on the way will feel as soft as cotton or as the skin of a black antelope. ", कुशकाशशरेषीका ये च कण्टकिनो द्रुमाः।तूलाजिनसमस्पर्शा मार्गे मम सह त्वया।। ,"<verse>
कुशकाशशरेषीका ये च कण्टकिनो द्रुमाः ।
मृगाजिनसमानाश्च तूलसंस्पर्शसंयुताः ॥
</verse>",False
" ""Mythili  let passion hold its sway over my body as it will. But I shall not force you or touch you since you do not love me. ", एवं चैतदकामां तु न त्वां स्प्रक्ष्यामि मैथिलि।कामं कामः शरीरे मे यथाकामं प्रवर्तताम्।। ,"<verse>
कामः कामशरीरे मे यथाकामं प्रवर्तताम् ।
न त्वहं त्वामकामायां गात्रे संस्प्रष्टुमुत्सहे ॥
</verse>",False
" This sloka of four lines, each consisting of equal number of syllables, was recited by the maharshi. Constant recitation by others elicited admiration from the listeners. "," ﻿﻿समाक्षरैश्चतुर्भिर्य: पादैर्गीतो महर्षिणा ।

सोऽनुव्याहरणाद्भूयश्श्लोकश्श्लोकत्वमागत: ।।
  ","<verse>
समाक्षरैश्चतुर्भिर्यः पादैर्गीतो महर्षिणा ।
सोऽनुव्याहरणाद्भूयः श्लोकः श्लोकत्वमागतः ॥
</verse>",False
" I will go with you, true to the prediction of the brahmin. That time has come and let his prediction come to pass. ", कृतादेशा भविष्यामि गमिष्यामि सह त्वया। कालश्चायं समुत्पन्न स्सत्यवाग्भवतु द्विजः।। ,"<verse>
गमिष्यामि त्वया सार्धं सत्यं कर्तुं द्विजोदितम् ।
संप्राप्तः समयः सोऽयं सत्यं तद्वचनं भवेत् ॥
</verse>",False
" Then Ravanas son with the corner of his eyes turned red in anger looking like a huge collyrium, vanished from there and spoke these words to the two brothers, Rama, and Lakshmana. ", ततःपर्यन्तरक्ताक्षोभिन्नाञ्जनचयोपमः ।रावणिर्भ्रातरौवाक्यमन्तर्धानगतोऽब्रवीत् ।। ,"<verse>
महाञ्जनचयप्रख्यः संरक्ताक्षोऽथ रावणिः ।
तत्रैवान्तर्हितो वाक्यमुवाच रामलक्ष्मणौ ॥
</verse>",False
" Herbs in thousands on this king of the hills shine in the night with the splendour of  their own lustre, like flames of fire. ", निशिभान्त्यचलेन्द्रस्य हुताशनशिखा इव।ओषध्यः स्वप्रभालक्ष्म्या भ्राजमाना स्सहस्रशः।। ,"<verse>
अस्मिन् नगाधिराजे वै महौषध्यः सहस्रशः ।
स्वभासा ज्वलिता रात्रौ पावकस्य शिखा यथा ॥
</verse>",False
" Bharadwaja then said to Bharata with a gentle smile, I know you are full of love and content with whatever is offered you. ", अथोवाच भरद्वाजो भरतं प्रहसन्निव।जाने त्वां प्रीतिसंयुक्तं तुष्येस्त्वं येन केनचित्।। ,"<verse>
भरद्वाजस्ततो वाक्यं भरतं सस्मितोऽब्रवीत्।
जानामि त्वां महाप्रेमन् यल्लब्धेनापि तोषितम्॥
</verse>",False
" When the great Rama said this, Sugriva with all the four monkeys felt immeasurably glad. ", एवमुक्तस्तु सुग्रीवः काकुत्स्थेन महात्मना।प्रहर्षमतुलं लेभे चतुर्भिस्सह वानर।। ,"<verse>
एवमुक्ते तु रामेण चतुर्भिर्वानरोत्तमैः ।
सुग्रीवः सह तैर्वीरैः प्रहर्षमतुलं ययौ ॥
</verse>",False
" Burning in sorrow, the broad eyed Sita gazing at the head of her husband and the bow again and again lamented. ", इतिसदुःखसन्तप्ताविललापायतेक्षणा ।भर्तुश्शिरोधनुस्तत्रसमीक्ष्यचपुनःपुनः ।। ,"<verse>
शोकेन दह्यमाना तु विशालाक्षी पतेः शिरः ।
धनुः समीक्षमाणा सा विललाप पुनः पुनः ॥
</verse>",False
 Fie upon your heroism and strength about which you boasted. Fie upon your character that would bring calumny to the race and the world. I condemn such behaviour of yours. , धिक्ते शौर्यं च सत्त्वं च यत्त्वं कथितवांस्तदा।कुलाक्रोशकरं लोके धिक्ते चारित्रमीदृशम्।। ,"<verse>
धिक् ते वीर्यं बलं चैव यत् त्वया हि विकत्थितम् ।
धिक् शीलं लोकनिन्दायै निन्दामीदृशचेष्टितम् ॥
</verse>",False
"  Son of Ikshvakus, Sumati comparable to devatas, invincible and exceedingly energetic is still ruling this city. ", तस्य पुत्रो महातेजा: सम्प्रत्येष पुरीमिमाम्।आवसत्यमरप्रख्यस्सुमतिर्नाम दुर्जय:।। ,"<verse>
इक्ष्वाकोस्तु सुतो राजन् सुमतिर्नाम वीर्यवान् ।
अमरेन्द्रप्रतीकाशो वर्ततेऽद्यापि तां पुरीम् ॥
</verse>",False
 This kingdom was given to me for the satisfaction of my mother. I am bestowing it back on you. Enjoy it without any obstacles. , सान्त्विता मामिका माता दत्तं राज्यमिदं मम।तद्ददामि तवैवाहं भुङ्क्ष्व राज्यमकण्टकम्।। ,"<verse>
मातुः प्रीत्यर्थमेवेदं राज्यं दत्तं ममाभवत् ।
तत्ते प्रत्यर्पयाम्येतन्निष्कण्टकमवाप्नुहि ॥
</verse>",False
" O lord you enjoy with the daughters of gods, gandharvas and even the young ladies of yakshas. Why do you need Sita? ", देवगन्धर्वकन्याभिर्यक्षकन्याभिरेव च।।सार्धं प्रभो रमस्वेह सीतया किं करिष्यसि। ,"<verse>
देवगन्धर्वकन्याभिर्यक्षस्त्रीभिश्च मोदसे।
तथापि ते प्रभो राजन्सीतया किं प्रयोजनम्॥
</verse>",False
 Those monkey leaders entering dreadful Rakshasa army uplifted rocks and mountains with trees and shone. , तेराक्षसबलंघोरंप्रविश्यहरियूथपाः ।विचेरुरुद्यतैश्शैलैर्नगाश्शिखरिणोयथा ।। ,"<verse>
घोरां तां राक्षसीं सेनां प्रविश्य हरियूथपाः ।
शिलाश्च सद्रुमान् शैलान् समुद्धृत्य विरेजिरे ॥
</verse>",False
" The best among fathers, he Dasaratha said these words to his son with a smile, like Kasyapa addressing Devendra. ", स तं सस्मितमाभाष्य पुत्रं पुत्रवतां वरः।।उवाचेदं वचो राजा देवेन्द्रमिव काश्यपः। ,"<verse>
पितृश्रेष्ठः प्रहस्यैव पुत्रं दशरथोऽब्रवीत्।
देवेन्द्रमिव सुप्रीतः कश्यपो मुनिसत्तमः॥
</verse>",False
" Since the time Agastya of sacred deeds occupied this direction the demons are quiet, leaving all enmity. ", यदा प्रभृति चाक्रान्ता दिगियं पुण्यकर्मणा।तदा प्रभृति निर्वैराः प्रशान्ता रजनीचराः।। ,"<verse>
यदा प्रभृति चाक्रान्ता दिगियं पुण्यकर्मणा ।
तदा प्रभृति निर्वैराः प्रशान्ता रजनीचराः ॥
</verse>",False
" Learned sage Kandu who knew what is righteousness and a strict observant of vows, slew a cow for carrying out the command of his father.  ", ऋषिणा च पितुर्वाक्यं कुर्वता व्रतचारिणा।गौर्हता जानता धर्मं कण्डुनाऽपि विपश्चिता।। ,"<verse>
कण्डुना धर्मशीलेन दृढव्रतेन गौर्हता ।
पितुरादेशमादाय विदुषा मुनिना तदा ॥
</verse>",False
" They are of the colour of the dark blue cloud, dreadful and merciless, strong and powerful fighters who roam about forturing people. ", नीलजीमूतवर्णानां घोराणां क्रूरकर्मणाम्।लोकहिंसाविहाराणां बलिनामुग्रतेजसाम्।। ,"<verse>
नीलमेघसवर्णाभा घोरा निर्दयचेतसः ।
महायोधा महावीर्या जनान् पीड्य भ्रमन्ति ते ॥
</verse>",False
" There upon the Lord of Rakshasas, spoke these words to those spies who are dependable ones, warriors devoid of fear of enemies. ", तानब्रवीत्ततोवाक्यंरावणोराक्षसाधिपः ।चारान्प्रत्यायितान् शूरान्भक्तान्विगतसाध्वसान् ।। ,"<verse>
ततो राक्षसराजस्तु चारान् आप्तानमित्रजित् ।
शूरानमित्रनिर्भीतान् इदं वचनमब्रवीत् ॥
</verse>",False
" King Dasaratha, impelled by your virtues, and separation from you attained godhood as heard from Bharata. ", तव चैव गुणैर्बद्धस्त्वद्वियोगान्महीपतिः।राजा देवत्वमापन्नो भरतस्य यथाश्रुतम्।। ,"<verse>
राजा दशरथः श्रीमान् देवत्वमगमत् पुरा ।
त्वद्गुणैश्च वियोगेन भरताद्धि श्रुतं मया ॥
</verse>",False
" ""In order to inspire confidence in you about me I have narrated the virtues of your husband. O sinless queen Rama will take you from here very soon"". ", विश्वासार्थं तु वैदेहि भर्तुरुक्ता मया गुणाः।अचिराद्राघवो देवि त्वामितो नयिताऽनघे।। ,"<verse>
तव विश्वासहेतोर्हि भर्तुः प्रोक्ता गुणा मया ।
अचिरात्त्वां शुभे राम इतो नेष्यत्यनिन्दिते ॥
</verse>",False
"  Having heard these pleasing words uttered by Brahma, all the devatas and maharshis were overwhelmed with joy. ", एतच्छ्रुत्वा प्रियं वाक्यं ब्रह्मणा समुदाहृतम्।सर्वे महर्षयो देवाः प्रहृष्टास्तेऽभवंस्तदा।। ,"<verse>
तद्ब्रह्मोक्तं प्रियं वाक्यं श्रुत्वा देवाः सहर्षिभिः ।
सर्वे ते परमां प्रीतिं जग्मुर्हर्षसमन्विताः ॥
</verse>",False
" Then arrived the leader of five crore vanaras, the great warrior Gavaya who resembled a golden mountain. ", ततः काञ्चनशैलाभो गवयो नाम यूथपः।आजगाम महावीर्यः पञ्चभि: कोटिभिर्वृतः।। ,"<verse>
ततो गवय आजगाम हेमपर्वतसन्निभः ।
पञ्चकोटिवृतो वीरो वानराणां महाबलः ॥
</verse>",False
" On seeing  the city the minds of the people were agitated due to the loss of their prince. Tears streamed down their eyes, oppressed with sorrow.  ", आलोक्य नगरीं तां च क्षयव्याकुलमानसाः।आवर्तयन्त तेऽश्रूणि नयनैः शोकपीडितैः।। ,<verse>` and `</verse>,False
 You have a strong sense of duty. You ought to tell him his duty and what we should do in this situation. , तदेवं प्रस्तुते कार्ये कार्यमस्माभिरुत्तरम्।यत्कार्यं कार्यतत्त्वज्ञे तदुदाहर्तुमर्हसि।। ,"<verse>
त्वं हि धर्मविदां श्रेष्ठः कर्तव्यं तस्य बोधय ।
अस्माकं चात्र यत्कार्यं तदप्याख्यातुमर्हसि ॥
</verse>",False
" Vajramushti with Mainda and Asaniprabhu with Dwivida, the chief of monkeys, fought with the two Rakshasas. ", वज्रमुष्टिस्तुमैन्देनद्विविदेनाशनिप्रभः ।राक्षसाभ्यांसुघोराभ्यांकपिमुख्यौसमागतौ ।। ,"<verse>
मैन्देन वज्रमुष्टिस्तु द्विविदेनाशनिप्रभः।
राक्षसौ वानरेन्द्रैस्तौ समियातां महाहवे॥
</verse>",False
" ""O largeeyed lady Killing in war the vile Ravana, the demon king and all his relatives, Rama would take you back to his own city  ", हत्त्वा च समरे क्रूरं रावणं सहबान्धवम्।राघवौ त्वां विशालाक्षि स्वां पुरीं प्रापयिष्यतः।। ,"<verse>
हत्वा दुष्टं रणे रामो रावणं राक्षसाधिपम् ।
सबान्धवं विशालाक्षि त्वां नेष्यति पुरं स्वकम् ॥
</verse>",False
" Sita a delicate, young princess accustomed to comforts is not fit to dwell in the forest. This is what my preceptor has truly spoken. ", सुकुमारी च बाला च सततं च सुखोचिता। नेयं वनस्य योग्येति सत्यमाह गुरुर्मम।। ,"<verse>
सुकुमारी सुखार्हा च न सीता वनमर्हति ।
राजपुत्रीति मे प्रोक्तं सत्यं हि गुरुणोदितम् ॥
</verse>",False
"  O Rama, in ancient times after killing Vritrasura, Indra was overpowered by the sin of slaying a brahmin and was affected by impurity and hunger. ", पुरा वृत्रवधे राम मलेन समभिप्लुतम्।क्षुधा चैव सहस्राक्षं ब्रह्महत्या समाविशत्।। ,"<verse>
हते वृत्रे पुरा राम ब्रह्महत्या समाविशत् ।
मलेन च क्षुधा चैव सहस्राक्षः समावृतः ॥
</verse>",False
"  O Sita, begin right now all preparations necessary for residing in the forest. O one, with beautiful buttocks, without you even the very heaven does not please me. ", आरभस्व शुभश्रोणि वनवासक्षमाः क्रियाः।नेदानीं त्वदृते सीते स्वर्गोऽपि मम रोचते।। ,"<verse>
अद्यैव कुरु सीते त्वं वनवासाय सज्जताम्।
त्वया विना वरारोहे न मे स्वर्गोऽभिरोचते॥
</verse>",False
" Arise, O best of men and offer libations to our father. I and Satrughna have already done so.  ", उत्तिष्ठ पुरुषव्याघ्र क्रियतामुदकं पितुः।अहं चायं च शत्रुघ्नः पूर्वमेव कृतोदकौ।। ,"<verse>
उत्तिष्ठ नरशार्दूल क्रियतामुदकं पितुः ।
शत्रुघ्नेन मया चैव पूर्वमेव कृतं जलम् ॥
</verse>",False
 All the glorious people around him did not observe any change in the countenance of that dignified and truthful Rama. , सर्वोह्यभिजनश्श्रीमान् श्रीमतस्सत्यवादिनः।नालक्षयत रामस्य किञ्चिदाकारमानने।। ,"<verse>
ते सर्वे सुमहाभागा नापश्यन्मुखविक्रियाम् ।
धीरस्य सत्यवाचो हि तद्रामस्य महात्मनः ॥
</verse>",False
" ""My dear friend! I wish to take leave of you. Truly you are knower of what is right, and you are dear even to an enemy."" ", सखे राघव धर्मज्ञ रिपूणामपिवत्सल ।अभ्यनुज्ञातुमिच्छामिगमिष्यामियथामतम् ।। ,"<verse>
आपृच्छे त्वां सखे गन्तुं सत्यं धर्मविशारद ।
शत्रूणामपि नित्यं त्वं प्रियो भवसि सुव्रत ॥
</verse>",False
" Vanaras in the same manner attacked the Rakshasas, with trees and mountains, swiftly and with their nails and teeth. ", तथावृक्षैर्महाकायाःपर्वताग्रैश्चवानराः ।निजघ्नुस्तानिरक्षांसिनखैर्दन्तैश्चवेगिताः ।। ,"<verse>
तथैव वानराः शीघ्रं राक्षसान् समुपाद्रवन् ।
नखैर्दन्तैश्च शैलैश्च तथा वृक्षैर्महाबलाः ॥
</verse>",False
" "" Alas! You see how the Vanaras, arriving at Lanka, crossing the bridge have done away with groves and gardens."" ", हन्तपश्यस्वलङ्कायावनान्युपवनानि च ।।सेतुनासुखमागम्यवानरैकार्णवीकृतम् । ,"<verse>
अहो पश्य समुत्तीर्य सेतुं लङ्कां समागताः ।
उद्यानानि वनान्याशु नाशयन्ति स्म वानराः ॥
</verse>",False
