translation,ground_truth,generated,is_flawed
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", रामस्त्वाश्रममासाद्य त्रासयन्मृगपक्षिणः।गत्वा मुहूर्तमध्वानं भरद्वाजमुपागमत्।। ,"<verse>
आगामिनं रामं दृष्ट्वा त्रासं जग्मुः मृगाखगाः ।
आश्रमं समनुप्राप्तं वीक्ष्य रामं भयान्विताः ॥ १ ॥

मार्गे गच्छन् शनै रामः कंचित् कालं त्वतन्द्रितः ।
भरद्वाजाश्रमं पुण्यं प्राप रामो महायशाः ॥ २ ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", हयैरन्ये गजैरन्ये रथैरन्ये स्वलङ्कृतैः।सुकुमारा स्तथैवान्ये पद्भिरेव नरा ययुः।। ,"<verse>
तुरगान् केचिदारूढाः केचिच्च वरदन्तिनः।
रथे च सुकृते केचित् पद्भ्यामेव ययुर्युवाः॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", स तेषां राजपुत्राणां कर्तुकामो जलक्रियाम् ।सलिलार्थी महातेजा न चापश्यज्जलाशयम् ।। ,"<verse>
अंशुमानपि तेजस्वी कर्दमाकुलितं पथि ।
न चापश्यत पानीयं पितृणां सलिलक्रियाम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सोऽभ्युपेत्यशरान्खङ्गान्पट्टसासिपरश्वधान् ।अभ्यवर्षतदुर्धर्षःकपिमूर्थनिराक्षसः ।। ,"<verse>
स भीमो राक्षसः क्रुद्धो ह्यभिसृत्य च मारुतिम् ।
शूलशक्त्यसिबाणांश्च तस्य वक्त्रे ववर्ष ह ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", बद्धगोधाङ्गुळित्रश्चअवध्यकवचोयुधि ।धनुरादाययस्तिष्टन्नदृश्योभवतीन्द्रजित् ।। ,"<verse>
गोधाङ्गुलित्रबद्धहस्तः अभेद्यकवचो जयी ।
अदृश्यो धनुषा युद्धे जेता रावणजः स्वयम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", भर्तुःप्रियहितेयुक्तेभर्तुर्विजयकाङ्क्षिण: ।।स्निग्धमेवंविधंवाक्यंत्वमेवार्हस्यनिन्दिते । ,"<verse>
वक्तुमर्हसि कल्याणि त्वमेवैवंविधं वचः ।
भर्तुः प्रियहिते युक्ता त्वमनिन्दिता भामिनि ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ सन्देहमानानां स्त्रीणां दृष्ट्वा च पार्थिवम्।यत्तदाशङ्कितं पापं तस्य जज्ञे विनिश्चयः।। ,"<verse>
दृष्ट्वा भूपं समीपे तु शङ्किता याः पुरा स्त्रियः ।
निश्चितं मेनिरे तास्तु भवितव्यं हि तद्गताः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", योजयस्व धनुश्श्रेष्ठे शरं परपुरञ्जयम्।यदि शक्नोषि काकुत्स्थ द्वन्द्वं दास्यामि ते तत:।। ,"<verse>
शरासनमिदं श्रेष्ठं ककुत्स्थकुलवर्धन ।
सन्धत्स्व शरमेतस्मिन् यदि शक्नोषि राघव ॥
इत्यार्षे रामायणे बालकाण्डे पञ्चसप्ततितमः सर्गः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सोऽहमिक्ष्वाकुभि स्सर्वैर्नरेन्द्रैः परिपालितम्।श्रेयसा योक्तुकामोऽस्मि सुखार्हमखिलं जगत्।। ,"<verse>
ऐक्ष्वाककुलराज्येन सुखिनोऽस्य जगद्धितम् ।
कर्तुमिच्छामि कल्याणं सर्वस्य जगतो ह्यहम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ सीता समुत्पत्य वेपमाना च तं पतिम्।अपश्यच्छोकसन्तप्तं चिन्ताव्याकुलितेन्द्रियम्।। ,"<verse>
दृष्ट्वा भर्तारमुद्विग्नं चिन्ताशोकसमन्वितम् ।
ततः सीता समुत्थाय प्रवेपन्ती तदाभवत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", हीनबुद्धिगुणो बालो हीनः स्थानेन चाप्यहम्।भवता च विनाभूतो न वर्तयितुमुत्सुहे।। ,"<verse>
बालोऽहं हीनबुद्धिश्च गुणैः पदच्युतस्तथा ।
त्वया त्यक्तो न चेच्छामि जीवितुं दुःखितो ह्यहम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", जहारात्मविनाशाय वैदेहीं राक्षसाधमः।वञ्चयित्वा तु पौलोमीमनुह्लादो यथा शचीम्।। ,"<verse>
यथा ह्यनुह्लादः शचीं पुलोम्नो दुहितां प्रियां ।
जहार सहसा हृत्वा तथेयमपि मैथिली ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  "," ﻿सर्वथा कुशलं सूत दुर्लभं मम बन्दुषु।।

तथाह्यसति सम्मोहे हृदयं सीदतीव मे।
  ","<verse>
न पश्यामी हितं सूत स्वजनानां कथञ्चन ।
मोहितोऽहं न जानामि शोकेनाकुलमानसः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अयं पर्वणि वेगेन यज्ञियाश्वोऽपनीयते।हर्तारं जहि काकुत्स्थ हयश्चैवोपनीयताम्।। ,"<verse>
काकुत्स्थ पावनस्यास्य पौर्णमास्यां हृतो हयः ।
जहि चोरं महाबाहो यज्ञीयमश्वमानय ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तानुवाच विनीतात्मा सूतपुत्रः प्रदक्षिणः। क्षिप्रमाख्यात रामाय सुमंन्त्रो द्वारि तिष्ठति।। ,"<verse>
विनीतः सूनृतश्चैव सूतो रक्षिभिरब्रवीत् ।
निवेद्यतां द्रुतं रामे सुमन्त्रो द्वारि तिष्ठति ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सर्वकालसमृद्धंहिहस्त्यश्वरथसङ्कुलम् ।पितृपैतामहंराज्यंकस्यनावर्तयेन्मनः ।। ,"<verse>
पितृपैतामहे राज्ये हस्त्यश्वबहुले सति ।
विभवे चातिविस्तीर्णे कस्य नो लोभयेन्मनः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", उत्थाय स महातेजाः प्रकृतीस्ता निशाम्य च।अब्रवीद्भ्रातरं रामो लक्ष्मणं पुण्यलक्षणम्।। ,"<verse>
उत्थाय प्रमुदो रामः प्रजाः पश्यन् मुदान्वितः ।
उवाच लक्ष्मणं धीरं गुणैः सर्वैः समन्वितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तत्र सीते मया सार्धं वनेषु विहरिष्यसि।न चास्यारण्यवासस्य स्पृहयिष्यसि भामिनि।। ,"<verse>
विहारेषु मम स्वीये चर सीते मया सह ।
न हि ते रोचते भद्रे वनवासोऽतिदुःखदः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", इत्येवं लक्ष्मणे वाक्यं स्नेहाद्ब्रुवति धार्मिके।परिवादं जनन्यास्तमसहन्राघवोऽब्रवीत्।। ,"<verse>
इत्युक्तो लक्ष्मणेनाथ स्नेहाद् रामोऽभ्यभाषत ।
मातुर्निन्दां न सोढुं स कैकेय्याः प्राह राघवः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नैतच्चित्रं नरव्याघ्र शीलवृत्तवतां वर।यदार्यं त्वयि तिष्ठेत्तु निम्ने सृष्टमिवोदकम्।। ,"<verse>
न चित्रं त्वयि कल्याणाः कल्याणगुणसञ्चयाः ।
नरेन्द्रे शीलसम्पन्ने निम्नमम्बु यथा व्रजेत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ राजा वृत स्त्रीभिर्दीनाभिर्दीनचेतनः।निर्जगाम प्रियं पुत्रं द्रक्ष्यामीति ब्रुवन् गृहात्।। ,"<verse>
द्रष्टुमिच्छामि वै पुत्रं राजा दीनमुवाच ह ।
प्रासादात् स विनिष्क्रान्तो दीनस्त्रीजनसंवृतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततो नालीकनाराचैस्तीक्ष्णाग्रैश्च विकर्णिभिः।अभ्यवर्षन्महाघोरैर्गृध्रराजं महाबलः।। ,"<verse>
ततो रौद्रो महाबाहुः ववर्ष शरवृष्टिभिः ।
शूलैश्चैव विकर्णैश्च गृध्रराजं जटायुषम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नार्हा त्वं शोचितुं देवि यस्यास्ते राघवस्सुतः।न हि रामात्परो लोके विद्यते सत्पथे स्थितः।। ,"<verse>
न ते रामेण संतापः कर्तव्यो हि सुतौकसा ।
न हि रामात् परो लोके धर्ममार्गे व्यवस्थितः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", निश्श्वसद्भिस्तदाऽर्तैस्तु भुजङ्गैरर्धनि:सृतैः।।सपताक इवाभाति स तदा धरणीधरः। ,"<verse>
शिलाग्रनिस्सृताङ्गाश्च फुत्कुर्वन्तो भुजङ्गमाः ।
ध्वजा इव विराजन्ते शैले रोपितयष्टयः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", शनैस्तस्मिन्प्रशान्ते च जनघोषे जनाधिपः।।वसिष्ठं मुनिशार्दूलं राजा वचनमब्रवीत्। ,"<verse>
क्रमेण शमिते घोरे नराधिपो महीपतिः ।
वसिष्ठं मुनिशार्दूलमिदं वचनमब्रवीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पर्वतेन्द्रं सुनाभं च समुपस्पृश्य वीर्यवान्।।ज्यामुक्त इव नाराचो महावेगोऽभ्युपागतः। ,"<verse>
स संस्पृश्य गिरिश्रेष्ठं जगाम लघुविक्रमः ।
कोदण्डमुक्तबाणो वै यथा गच्छति वेगतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", बहूनां वितता यज्ञा द्विजानां य इहागताः।तेषां समाप्तिरायत्ता तव वत्स निवर्तने।। ,"<verse>
इहागताश्च विप्रेन्द्राः प्रारभन्त मखान् भुवि ।
तव प्रत्यागमे वत्स तेषां सिद्ध्यति कर्म तत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", यत्तदुक्तं त्वया वाक्यं प्रीत्या नृपतिसत्तम।।तच्छेन्न वितथं कार्यं वनं गच्छतु राघवः। ,"<verse>
पूर्वं दत्तं वरं राजन् यदि सत्यं करोषि मे।
तदा गच्छतु रामोऽयं वनं प्रति नराधिप॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", दिष्ट्यासिदर्शनंराम ममत्वंप्राप्तवानिह ।काङ्क्षितोऽसिक्षुधार्तस्यसिंहस्येवेतरोमृगः ।। ,"<verse>
दिष्ट्या त्वां पश्यतो राम मम भाग्यमुपस्थितम् ।
क्षुधितो हि यथा सिंहः प्रतीक्षे त्वामहं सदा ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  "," वातस्कन्धा: इमे सप्त चरन्तु दिवि पुत्रक ।

मारुता इति विख्याता दिव्यरूपा ममात्मजा:।।
  ","<verse>
सप्तैते वै मम पुत्रा दिव्यरूपा यशस्विनः ।
वातस्कन्धाधिपा भूत्वा मरुतो नाम विश्रुताः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तस्यावलेपनं ज्ञात्वा क्रुद्धो यज्वा तु राघव।।अपिबच्च जलं सर्वं गङ्गाया: परमाद्भुतम्। ,"<verse>
दृष्ट्वा तस्या मदं जह्नुः यज्ञविघ्नकरीं रुषा ।
पपौ गङ्गाजलं सर्वं विस्मयं जनयन् भुवि ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", न त्वां विनिहतात्मानं धर्मध्वजमधार्मिकम्।जाने पापसमाचारं तृणैः कूपमिवावृत।। ,"<verse>
धर्मकञ्चुकसंवीतं
तृणकूपमिवानृतम् ।
न त्वां विज्ञातवानस्मि
पापाचारं हतात्मकम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अद्यरामंससुग्रीवंपरिघेणसलक्ष्मणम् ।आगमिष्यामिहत्वैकोविक्षोभ्यहरिवाहिनीम् ।। ,"<verse>
अहमेको गमिष्यामि
निहनिष्यामि राघवम् ।
लक्ष्मणं च महावीर्यं
सुग्रीवं च हरीश्वरम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अस्माकं विहिता वृत्तिर्निसर्गेण च दूरतः।विहिता पादमूले तु वृत्तिश्चरणयोधिनाम्।। ,"<verse>
दूरं गच्छति नश्चक्षुर्गतिश्चैव स्वभावतः ।
पत्तीनां तु गतिः सीम्नि पादचारस्य वर्तते ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", रक्तगण्ठगुणोधीरोमहापर्वतसन्निभः ।कालःकालमहावक्त्रोमेघस्थइवभास्करः ।। ,"<verse>
रक्तमाल्यावृतग्रीवः पर्वताकारदर्शनः ।
महावक्त्रो महाश्यामः मेघच्छन्न इवांशुमान् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ काले गते तस्मिन्विश्वामित्रो महामुनि:।सव्रीड इव सम्वृत्तश्चिन्ताशोकपरायण:।। ,"<verse>
गच्छता च तथा कालेन विश्वामित्रो महातपाः ।
शोकेन चिन्तया चैव पश्चात्तापेन पीडितः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततोऽन्यंवृक्षमुत्पाट्यकृत्वावेगमनुत्तमम् ।शिरस्यभिजघानाशुराक्षसेन्द्रमकम्पनम् ।। ,"<verse>
ततः कृत्वा महत् कर्म वृक्षमुत्पाट्य मारुतिः ।
शिरस्यताडयद्वीरो रक्षोमुख्यमकम्पनम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", लङ्घितेतस्यतैस्सैन्यंजितमित्युपधारय ।सर्वंतीर्णंचमेसैन्यंजितमित्यवधार्यताम् ।। ,"<verse>
तरिष्यति यदा सेना सागरं वानरी तदा ।
जयो हि निश्चितोऽस्माकं तीर्णां ताम् एव चिन्तय ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततस्तास्सहितास्सर्वा निहताशा निरुद्यमाः।।परिक्षिप्य समन्तात्तां निद्रावशमुपागताः। ,"<verse>
ततस्ते त्यक्तयत्नाशाः परितस्तां विकीर्य च ।
निद्रावशं प्रपन्ना वै सर्व एव शयानकाः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सुतीक्ष्णमभिगच्छ त्वं शुचौ देशे तपस्विनम्।रमणीये वनोद्देशे स ते वासं विधास्यति।। ,"<verse>
पुण्यदेशे वसन्तं तं सुतीक्ष्णमृषिमाविश ।
स ते दास्यति रम्यं हि वनवासाय मन्दिरम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  "," इह वा किंनिमित्तं त्वमागता ब्रूहि तत्त्वत:।।साब्रवीद् वचनं श्रुत्वा राक्षसी मदनार्दिता।
 ","<verse>
किमर्थमागतोऽसीह सत्यं ब्रूहि ममाग्रतः ।
श्रुत्त्वा रामस्य वाक्यं च कामार्त्ता राक्षस्यब्रवीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", धर्मात्प्रच्युतशीलंहिपुरुषंपापनिश्चयम् ।।त्यक्त्वासुखमवाप्नोतिहस्तादाशीविषंयथा । ,"<verse>
त्यजेत् प्रमत्तं पापेषु यः सङ्गं कुरुते नरः ।
मुच्यते स सुखी भूत्वा सर्पाद् धस्ताद् इवाङ्गुलीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", निष्प्रभां शोकसन्तप्तां मलसङ्कुलमूर्धजाम्।।क्षीणपुण्यां च्युतां भूमौ तारां निपतितामिव। ,"<verse>
विप्रभां रजसाकीर्णां स्वर्गात्पतिततारकाम्।
मलिनां पङ्कदिग्धाङ्गीं पुण्यक्षीणामिव क्षितौ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", बहुमूलफलं चित्रमविदूरादितो वनम्।पुराणाश्रममेवाहं श्रयिष्ये सगणः पुनः।। ,"<verse>
इतो नातिदूरे रम्ये वने पुण्याश्रमो महान् ।
तत्र यास्याम्यहं सद्भिः फलमूलाशिभिः सह ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  "," मम चैवानुजा साध्वी ऊर्मिला प्रियदर्शना।भार्यार्थे लक्ष्मणस्यापि दत्ता पित्रा मम स्वयम्।।
 ","<verse>
लक्ष्मणाय ददौ चापि ऊर्मिलां मैथिलीं नृपः ।
स्वयमेव हि धर्मात्मा भगिनीं मम यवीयसीम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अस्य वाहनसंयुक्तां कर्णग्राहवतीं शुभाम्।सुप्रतारां दृढां तीर्थे शीघ्रं नावमुपाहर।। ,"<verse>
दृढां शुभां तरीं शीघ्रं गङ्गातीरं समीनय ।
सकरित्रां ससारथ्यां सुखसन्तारिणीं कुरु ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अवतीर्यचधर्मात्मातस्माच्छैलात्सराघवः ।परैःपरमदुर्धर्षंददर्शबलमात्मनः ।। ,"<verse>
पर्वतादवतीर्याथ रामो धर्मभृतां वरः ।
स्वबलं शत्रुवीर्यं च दध्यौ दुष्प्रसहं रणे ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पूर्वजोऽप्युक्तमात्रस्तु लक्ष्मणेन सुभाषितम्।सारग्राही महासारं प्रतिजग्राह राघवः।। ,"<verse>
ज्यायानपि हि रामोऽसौ लक्ष्मणेन प्रभाषिते ।
हितं मन्त्रं विजज्ञौ वै तस्य सारार्थमुत्तमम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", दिव्यज्ञानोपपन्नास्ते रामं दृष्ट्वा महर्षयः।।अभ्यगच्छन्स्तदा प्रीता वैदेहीं च यशस्विनीम्। ,"<verse>
दृष्ट्वा रामं ससीतं च महात्मानं यशस्विनम् ।
प्रत्युद्ययुः प्रहृष्टास्ते दिव्यज्ञानमहर्षयः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तेषांसुतुमुलंयुद्धंसञ्जज्ञेकपिरक्षसाम् ।अन्योन्यंपादपैर्घोरंनिघ्नतांशूलमुद्गरैः ।। ,"<verse>
वानराणां च रक्षांसि युद्धमासीत् सुदारुणम् ।
पादपैर्भीमवेगैश्च शूलमुद्गरधारिणाम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", चारप्रणिहितंयुक्तंयदुक्तंसचिवैस्तव ।अर्थस्यासम्भवात्तत्रकारणंनोपयुज्यते ।। ,"<verse>
शरेण यदुक्तं ते चारैर्ज्ञेय इति प्रभो ।
समीपस्थे न तच्छक्यं व्यर्थमेतच्चिकीर्षितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततस्सम्मीलितास्सर्वे सुकुमाराङ्गुलैः करैः।सहसाऽपिदधुर्दृष्टिं हृष्टा गमनकाङ्क्षया।। ,"<verse>
गुहाया निर्गमे हृष्टास्तेऽमीलयन् मुदा दृशः ।
मृद्वीभिरङ्गुलीभिश्च पिदधुः स्वानि लोचने ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", कृता शास्त्रानुगा बुद्धिर्माभूत्तस्य कदाचन।सत्यसन्ध स्सतां श्रेष्ठो यस्याऽर्योऽनुमते गतः।। ,"<verse>
धर्मज्ञः सत्यसन्धश्च निर्वासितः कथं प्रभुः ।
शास्त्रज्ञस्य न कस्यापि बुद्धिरेवं भवेत्क्वचित् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", विवृत्तनयनंक्रोधात्सफेनंरुधिराप्लुतम् ।ददृशुस्तेविरूपाक्षंविरूपाक्षतरंकृतम् ।। ,"<verse>
विरूपाक्षं क्रुधा दीप्तं भ्रमयन्तं च चक्षुषी ।
नासास्रवदसृग्फेनं ददृशुस्ते वनौकसः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तान्गृहीतायुधान् सर्वान्वारयित्वाविभीषणः ।अब्रवीत्प्राञ्जलिर्वाक्यंपुनःप्रत्युपवेश्यतान् ।। ,"<verse>
निवार्य सर्वशस्त्राणि कृताञ्जलिर्विभीषणः ।
उपवेश्य च तान् सर्वान् रावणं वाक्यमब्रवीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", दानवेन्द्रोमधुर्नामवीर्योत्सिक्तोदुरासदः ।विगृह्यवशमानीतःकुम्भीनस्याःसुखावहः ।। ,"<verse>
कुम्भीनसीपतिर्वीरो मधुर्दानवपुङ्गवः ।
रणोत्सुकेन वीर्येण त्वया युद्धे वशीकृतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", कथंस्वपितिजागर्तिकिमन्यच्चकरिष्यति ।विज्ञायनिपुणंसर्वमागन्तव्यमशेषतः ।। ,"<verse>
यथा शेते प्रबुध्येत तत्सर्वमपि पश्य च ।
ज्ञात्वा सर्वमशेषेण ततः प्रत्यागमिष्यसि ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तौतस्यशरवेगेनपरीतौरामलक्ष्मणौ ।धनुषीसशरेकृत्वादिव्यमस्त्रंप्रचक्रतुः ।। ,"<verse>
शरवेगसमाक्रान्तौ चापहस्तौ रघूत्तमौ ।
अद्भुतं संदधानौ तौ दर्शयामासतुर्बलम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तानिपर्वतशृङ्गाणिशूलेन स बिभेद ह ।।बभञ्जवृक्षवर्षं च कुम्भकर्णोमहाबलः । ,"<verse>
कुम्भकर्णो महातेजाः बिभेद च महीधरान् ।
बभञ्ज वृक्षसङ्घांश्च शैलशृङ्गाणि सर्वशः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", साहंबन्धुजनैर्हीनाहीनानाथेन च त्वया ।।विहीनाकामभोगैश्चशोचिष्येशाश्वतीस्समाः । ,"<verse>
बन्धुभिः संवियुक्तश्च त्वया त्यक्तोऽपि सर्वथा ।
विषयैर्विप्रहीणश्च शोचिष्यामि सदा ह्यहम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", यो हि मत्तं प्रमत्तं वा सुप्तं वा रहितं भृशम्।हन्यात्स भ्रूणहा लोके त्वद्विधं मदमोहित।। ,"<verse>
मत्तं प्रमत्तं सुप्तं वा
शस्त्रहीनं विमोहितम् ।
यो हन्यान्मानुषं लोके
स भ्रूणहा वृथा भवेत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एतस्मिन्नेव काले तु रोमपाद: प्रतापवान्।अङ्गेषु प्रथितो राजा भविष्यति महाबल:।।।  ,"<verse>
अङ्गदेशे तु विख्यातो भविता रोमपादकः ।
महाबलो महातेजा राजा परमधार्मिकः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", वनवासेऽभिजानामि दुःखानि बहुथा किल। प्राप्यन्ते नियतं वीर पुरुषैरकृतात्मभिः।। ,"<verse>
जाने वने महाभाग दुःखानि विविधानि च ।
तान्यजितेन्द्रियाणां हि भवन्ति न जितात्मनाम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तालमात्रमथोत्प्लुत्य न्यपतत्सशरातुरः।।विनदन्भैरवं नादं धरण्यामल्पजीवितः। ,"<verse>
शराहतः स मारीचो ननाद विकटं स्वरम् ।
तालमात्रमुत्पत्यासौ मृतप्राणो महीमगात् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततःकोपपरीतात्मारावणोराक्षसेश्वरः ।निर्याणंसर्वसैन्यानांद्रुतमाज्ञापयत्तदा ।। ,"<verse>
ततः क्रोधसमाविष्टो रावणो राक्षसेश्वरः ।
आज्ञापयत सेनां स्वां प्रयातुं सर्वतोमुखीम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एवमुक्त्वा महातेजा भरतः पुरषर्षभः।पद्भ्यामेव महाबाहुः प्रविवेश महाद्वनम्।। ,"<verse>
एवमुक्त्वा महातेजाः भरतः पुरुषर्षभः ।
पद्भ्यामेव महाबाहुः प्राविशद् गहनं वनम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", संश्रुत्यैवं करिष्यामीत्यकुर्वाणस्य राघव।इष्टापूर्तवधो भूयात्तस्माद्रामं विसर्जय।। ,"<verse>
पूर्वदत्तं वरं स्मृत्वा प्रतिज्ञां हातुमिच्छसि।
तस्माद् गमय रामं त्वं प्रतिज्ञां पालय स्वकाम्॥
</verse>",False
